name,lat1,lat2,lon1,lon2
006-015,22.309273,22.3333752,114.28470606666667,114.316471
007-001,22.3333752,22.3574774,113.839997,113.87176193333333
007-002,22.3333752,22.3574774,113.87176193333333,113.90352686666667
007-003,22.3333752,22.3574774,113.90352686666667,113.9352918
007-004,22.3333752,22.3574774,113.9352918,113.96705673333334
007-005,22.3333752,22.3574774,113.96705673333334,113.99882166666667
007-006,22.3333752,22.3574774,113.99882166666667,114.0305866
007-007,22.3333752,22.3574774,114.0305866,114.06235153333334
007-008,22.3333752,22.3574774,114.06235153333334,114.09411646666666
007-009,22.3333752,22.3574774,114.09411646666666,114.1258814
007-010,22.3333752,22.3574774,114.1258814,114.15764633333333
007-011,22.3333752,22.3574774,114.15764633333333,114.18941126666667
007-012,22.3333752,22.3574774,114.18941126666667,114.2211762
007-013,22.3333752,22.3574774,114.2211762,114.25294113333334
007-014,22.3333752,22.3574774,114.25294113333334,114.28470606666667
007-015,22.3333752,22.3574774,114.28470606666667,114.316471
008-001,22.3574774,22.3815796,113.839997,113.87176193333333
008-002,22.3574774,22.3815796,113.87176193333333,113.90352686666667
008-003,22.3574774,22.3815796,113.90352686666667,113.9352918
008-004,22.3574774,22.3815796,113.9352918,113.96705673333334
008-005,22.3574774,22.3815796,113.96705673333334,113.99882166666667
008-006,22.3574774,22.3815796,113.99882166666667,114.0305866
008-007,22.3574774,22.3815796,114.0305866,114.06235153333334
008-008,22.3574774,22.3815796,114.06235153333334,114.09411646666666
008-009,22.3574774,22.3815796,114.09411646666666,114.1258814
008-010,22.3574774,22.3815796,114.1258814,114.15764633333333
008-011,22.3574774,22.3815796,114.15764633333333,114.18941126666667
008-012,22.3574774,22.3815796,114.18941126666667,114.2211762
008-013,22.3574774,22.3815796,114.2211762,114.25294113333334
008-014,22.3574774,22.3815796,114.25294113333334,114.28470606666667
008-015,22.3574774,22.3815796,114.28470606666667,114.316471
009-001,22.3815796,22.4056818,113.839997,113.87176193333333
009-002,22.3815796,22.4056818,113.87176193333333,113.90352686666667
009-003,22.3815796,22.4056818,113.90352686666667,113.9352918
009-004,22.3815796,22.4056818,113.9352918,113.96705673333334
009-005,22.3815796,22.4056818,113.96705673333334,113.99882166666667
009-006,22.3815796,22.4056818,113.99882166666667,114.0305866
009-007,22.3815796,22.4056818,114.0305866,114.06235153333334
009-008,22.3815796,22.4056818,114.06235153333334,114.09411646666666
009-009,22.3815796,22.4056818,114.09411646666666,114.1258814
009-010,22.3815796,22.4056818,114.1258814,114.15764633333333
009-011,22.3815796,22.4056818,114.15764633333333,114.18941126666667
009-012,22.3815796,22.4056818,114.18941126666667,114.2211762
009-013,22.3815796,22.4056818,114.2211762,114.25294113333334
009-014,22.3815796,22.4056818,114.25294113333334,114.28470606666667
009-015,22.3815796,22.4056818,114.28470606666667,114.316471
010-001,22.4056818,22.429783999999998,113.839997,113.87176193333333
010-002,22.4056818,22.429783999999998,113.87176193333333,113.90352686666667
010-003,22.4056818,22.429783999999998,113.90352686666667,113.9352918
010-004,22.4056818,22.429783999999998,113.9352918,113.96705673333334
010-005,22.4056818,22.429783999999998,113.96705673333334,113.99882166666667
010-006,22.4056818,22.429783999999998,113.99882166666667,114.0305866
010-007,22.4056818,22.429783999999998,114.0305866,114.06235153333334
010-008,22.4056818,22.429783999999998,114.06235153333334,114.09411646666666
010-009,22.4056818,22.429783999999998,114.09411646666666,114.1258814
010-010,22.4056818,22.429783999999998,114.1258814,114.15764633333333
010-011,22.4056818,22.429783999999998,114.15764633333333,114.18941126666667
010-012,22.4056818,22.429783999999998,114.18941126666667,114.2211762
010-013,22.4056818,22.429783999999998,114.2211762,114.25294113333334
010-014,22.4056818,22.429783999999998,114.25294113333334,114.28470606666667
010-015,22.4056818,22.429783999999998,114.28470606666667,114.316471
011-001,22.429783999999998,22.4538862,113.839997,113.87176193333333
011-002,22.429783999999998,22.4538862,113.87176193333333,113.90352686666667
011-003,22.429783999999998,22.4538862,113.90352686666667,113.9352918
011-004,22.429783999999998,22.4538862,113.9352918,113.96705673333334
011-005,22.429783999999998,22.4538862,113.96705673333334,113.99882166666667
011-006,22.429783999999998,22.4538862,113.99882166666667,114.0305866
011-007,22.429783999999998,22.4538862,114.0305866,114.06235153333334
011-008,22.429783999999998,22.4538862,114.06235153333334,114.09411646666666
011-009,22.429783999999998,22.4538862,114.09411646666666,114.1258814
011-010,22.429783999999998,22.4538862,114.1258814,114.15764633333333
011-011,22.429783999999998,22.4538862,114.15764633333333,114.18941126666667
011-012,22.429783999999998,22.4538862,114.18941126666667,114.2211762
011-013,22.429783999999998,22.4538862,114.2211762,114.25294113333334
011-014,22.429783999999998,22.4538862,114.25294113333334,114.28470606666667
011-015,22.429783999999998,22.4538862,114.28470606666667,114.316471
012-001,22.4538862,22.477988399999997,113.839997,113.87176193333333
012-002,22.4538862,22.477988399999997,113.87176193333333,113.90352686666667
012-003,22.4538862,22.477988399999997,113.90352686666667,113.9352918
012-004,22.4538862,22.477988399999997,113.9352918,113.96705673333334
012-005,22.4538862,22.477988399999997,113.96705673333334,113.99882166666667
012-006,22.4538862,22.477988399999997,113.99882166666667,114.0305866
012-007,22.4538862,22.477988399999997,114.0305866,114.06235153333334
012-008,22.4538862,22.477988399999997,114.06235153333334,114.09411646666666
012-009,22.4538862,22.477988399999997,114.09411646666666,114.1258814
012-010,22.4538862,22.477988399999997,114.1258814,114.15764633333333
012-011,22.4538862,22.477988399999997,114.15764633333333,114.18941126666667
012-012,22.4538862,22.477988399999997,114.18941126666667,114.2211762
012-013,22.4538862,22.477988399999997,114.2211762,114.25294113333334
012-014,22.4538862,22.477988399999997,114.25294113333334,114.28470606666667
012-015,22.4538862,22.477988399999997,114.28470606666667,114.316471
013-001,22.477988399999997,22.5020906,113.839997,113.87176193333333
013-002,22.477988399999997,22.5020906,113.87176193333333,113.90352686666667
013-003,22.477988399999997,22.5020906,113.90352686666667,113.9352918
013-004,22.477988399999997,22.5020906,113.9352918,113.96705673333334
013-005,22.477988399999997,22.5020906,113.96705673333334,113.99882166666667
013-006,22.477988399999997,22.5020906,113.99882166666667,114.0305866
013-007,22.477988399999997,22.5020906,114.0305866,114.06235153333334
013-008,22.477988399999997,22.5020906,114.06235153333334,114.09411646666666
013-009,22.477988399999997,22.5020906,114.09411646666666,114.1258814
013-010,22.477988399999997,22.5020906,114.1258814,114.15764633333333
013-011,22.477988399999997,22.5020906,114.15764633333333,114.18941126666667
013-012,22.477988399999997,22.5020906,114.18941126666667,114.2211762
013-013,22.477988399999997,22.5020906,114.2211762,114.25294113333334
013-014,22.477988399999997,22.5020906,114.25294113333334,114.28470606666667
013-015,22.477988399999997,22.5020906,114.28470606666667,114.316471
014-001,22.5020906,22.526192799999997,113.839997,113.87176193333333
014-002,22.5020906,22.526192799999997,113.87176193333333,113.90352686666667
014-003,22.5020906,22.526192799999997,113.90352686666667,113.9352918
014-004,22.5020906,22.526192799999997,113.9352918,113.96705673333334
014-005,22.5020906,22.526192799999997,113.96705673333334,113.99882166666667
014-006,22.5020906,22.526192799999997,113.99882166666667,114.0305866
014-007,22.5020906,22.526192799999997,114.0305866,114.06235153333334
014-008,22.5020906,22.526192799999997,114.06235153333334,114.09411646666666
014-009,22.5020906,22.526192799999997,114.09411646666666,114.1258814
014-010,22.5020906,22.526192799999997,114.1258814,114.15764633333333
014-011,22.5020906,22.526192799999997,114.15764633333333,114.18941126666667
014-012,22.5020906,22.526192799999997,114.18941126666667,114.2211762
014-013,22.5020906,22.526192799999997,114.2211762,114.25294113333334
014-014,22.5020906,22.526192799999997,114.25294113333334,114.28470606666667
014-015,22.5020906,22.526192799999997,114.28470606666667,114.316471
015-001,22.526192799999997,22.550295,113.839997,113.87176193333333
015-002,22.526192799999997,22.550295,113.87176193333333,113.90352686666667
015-003,22.526192799999997,22.550295,113.90352686666667,113.9352918
015-004,22.526192799999997,22.550295,113.9352918,113.96705673333334
015-005,22.526192799999997,22.550295,113.96705673333334,113.99882166666667
015-006,22.526192799999997,22.550295,113.99882166666667,114.0305866
015-007,22.526192799999997,22.550295,114.0305866,114.06235153333334
015-008,22.526192799999997,22.550295,114.06235153333334,114.09411646666666
015-009,22.526192799999997,22.550295,114.09411646666666,114.1258814
015-010,22.526192799999997,22.550295,114.1258814,114.15764633333333
015-011,22.526192799999997,22.550295,114.15764633333333,114.18941126666667
015-012,22.526192799999997,22.550295,114.18941126666667,114.2211762
015-013,22.526192799999997,22.550295,114.2211762,114.25294113333334
015-014,22.526192799999997,22.550295,114.25294113333334,114.28470606666667
015-015,22.526192799999997,22.550295,114.28470606666667,114.316471
