name,formatted_address,place_id,rating,user_ratings_total,types,latitude,longitude
Mingji Supermarket,Tai Po,ChIJbTDxVT8IBDQR-1YEBhKZa5o,4.0,2,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.44851,114.16769
Fusion Click & Collect (大埔太和廣場),"新界大埔太和路12號太和邨太和廣場3樓301號鋪 Shop 301, Level 3, Tai Wo Plaza, Tai Wo Estate, 12 Tai Po Tai Wo Rd, Tai Wo",ChIJYzOiRxEJBDQRSZrbt-ZBjW4,3.3,15,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4525987,114.1615451
PARKnSHOP (沙田碩門邨),"新界沙田安明街碩門邨1號舖 Shop No. 1, Free Standing Block, Shek Mun Est, Sha Tin, N.T, Sha Tin",ChIJGbsu_kMGBDQRxezChkB9_hs,3.1,92,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3870556,114.2087492
Fusion Click & Collect (大埔超級城),"新界大埔大埔超級城Zone D, 612-669號舖 Shop Nos. 612-669, Level 1, Zone D, Tai Po Mega Mall",ChIJ2zaq2H0JBDQROT6Yk7z3j_M,3.6,175,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.452347,114.1718038
PNS網購 PNS eShop,"Watson House, 1-5 Wo Liu Hang Rd, Fo Tan",ChIJvQWa7xgHBDQRl5cJW5cgaQI,1.0,3,"['supermarket', 'shopping_mall', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3977262,114.1970626
Kai Bo Food Supermarket,"Tai Po, Tai Wing Ln, 21-23號康樂大廈A及B舖 Shop A & B, G/F, Hong Lok Building, 21-23 Tai Wing Lane, Tai Po",ChIJlc8bN4cJBDQRT7RbALTtHBE,3.1,41,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4474994,114.1668336
Wellcome,"Tai Po, Plover Cove Rd, 28號廣福商場R2號舖",ChIJYdEqf1QJBDQRG-7Bvda6dZ0,3.5,57,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4486809,114.1741704
He Yan Supermarket,"Ma On Shan, On Chun St, 1號馬鞍山中心A87",ChIJw-mOYbEIBDQRBdWciv20qUs,0.0,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.425574,114.232982
YATA Supermarket Tai Po,"Tai Po, On Pong Rd, 8號超級城B區2樓",ChIJGZkTTYcJBDQRswKGzImArdE,4.0,152,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.451726,114.1693472
Guang Feng Supermarket,"Tai Po, Fu Shin St, 72-74號, Fu Shin Building, D舖",ChIJtQogv1QJBDQRLFwpgl4LFcI,5.0,1,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4494447,114.1646907
Fusion Click & Collect (香港科學園),"新界沙田白石角香港科學園第三期12W大樓地下S071, S076, S077號舖 Unit S071, S076 & S077, G/F, Building 12W, Hong Kong Science Park Phase 3, 12 Science Park W Ave, Science Park",ChIJ6xR2B5cIBDQRLcqJOm7iVq0,3.7,154,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4273451,114.2095254
Fusion Click & Collect (大埔康樂園),"新界大埔康樂園商場C座地下 Block C1, G/F, Hong Lok Yuen Commercial Centre, Tai Po",ChIJVVUlv0AIBDQRVUlZ_ZxG0qw,4.0,1,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4619704,114.152142
Kai Bo Food Supermarket,"Tai Po, Hiu Wan Rd, 10號HK 新界 大埔 曉運路10號運頭塘邨運頭塘商場13B舖 Shop 13B, G/F, Wan Tau Tong Shopping Centre, Wan Tau Tong Estate",ChIJn2j-o8QJBDQR0U2H5P6zh0w,4.2,6,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4421115,114.1672111
大昌食品市場 (富善邨),"Tai Po, On Po Rd, 12號地下G001B號舖 Fu Shin Shopping Centre, Fu Shin Estate",ChIJeSNH0isJBDQRfs3w7O7zCqc,2.5,2,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4538932,114.1745201
Wellcome,"Portion Basement, Richwood Park Shop, Arcade, 33 Lo Fai Rd",ChIJHVGvlwEJBDQRXd0uB6ZVgmo,3.7,63,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.464169,114.1956942
PARKnSHOP Click & Collect (馬鞍山利安邨),"新界馬鞍山利安邨利安商場地下107號舖 Shop LG107, LG/F, Lee On Shopping Centre, Lee On Estate, Ma On Shan",ChIJN7Q_fUsPBDQR-qx8Bq8-EN0,3.1,47,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4264803,114.241062
沙田婦女會家家好,"Ma On Shan, Hang Hong St, 2號, Yiu On Estate Yiu Wo House, 地下27-32號",ChIJX85qVK4IBDQRnXX0rs1jj-Y,3.3,35,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4195021,114.230464
Kai Bo Food Supermarket,"Sha Tin, On Kwan St, 3號埸1期地下G15-G17號舖 Shop G15-G17, G/F, Kings Wing Plaza 1, 3 On Kwan Street, Sha Tin京瑞廣",ChIJjXPD0f8HBDQRXFFzdOGNCk8,2.7,3,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3882046,114.208307
Market Place by Jasons,"Shop 9-10, Eightland Gardens Block 1, 2 On Chee Rd, Tai Po",ChIJr_GYjEcIBDQRolwDTKLtWUk,3.8,195,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4526552,114.1664897
PARKnSHOP Click & Collect (沙田愉翠苑),"新界沙田愉翠苑愉翠商場1樓104號舖 Shop 104, 1/F, Yu Chui Shopping Centre, Yu Chui Court, Sha Tin",ChIJdwksMUUGBDQR3jXPigegomA,3.7,138,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3821747,114.2052506
PARKnSHOP Click & Collect (沙田廣源邨),"香港沙田新界沙田廣源邨廣源商場第二座5B號舖 Shop 5B, G/F, Block 2, Kwong Yuen Shopping Centre, Kwong Yuen Estate",ChIJyyaao0IGBDQR-yWijP6DFdE,3.2,52,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3808307,114.2148971
DS Groceries,"Tai Po, 廣褔道84號地下 Kwong Yam Building",ChIJVVVSUD8IBDQR8moBIyEQyRc,4.0,29,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4482817,114.1670718
本灣水產 - 耀安,"Ma On Shan, Hang Hong St, 2號地下G103B號舖 Yiu On Shopping Centre",ChIJGcZdKCYJBDQR_rXIZ_HQeH0,3.4,11,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4204585,114.2304154
業務スーパー 大埔店,Tai Po,ChIJ6Y37OTkJBDQRp6ybraEOJKw,4.0,2,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.448341,114.1678831
Market Place By Jasons,"Ma On Shan, Shop a,b,c and3E-10 &3E-11Level 3Sunshine City Plaza",ChIJiTb3nbEIBDQR43hZVjZydhU,3.7,97,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4246264,114.2320699
TASTE Click & Collect (馬鞍山廣場),"新界馬鞍山西沙路馬鞍山廣場3樓343-363號鋪 Shop 343-363, 3/F, Ma On Shan Plaza, Sai Sha Rd, Ma On Shan",ChIJYcj_DLEIBDQRP-RedstDERs,3.8,394,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4256436,114.2317971
Wellcome,"Shop No. P04, P1/F, Shek Mun Shopping Centre, Shek Mun Estate (Phase 2, Sha Tin",ChIJ0XUA2bYHBDQRrTYmWgD_H-k,3.6,7,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.386725,114.2088061
PARKnSHOP Click & Collect (粉嶺華心邨),"Wah Sum Estate, 新界粉嶺一鳴路18號華心邨華心商場地下R32及R33號商舖 Shop R32-R33, G/F, Wah Sum Shopping Centre, 18 Yat Ming Rd, Fanling",ChIJXwWOIyf2AzQROGrjGVvZLzw,3.7,99,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4867789,114.1421669
Market Place by Jasons,新界沙田火炭樂景街28號御龍山103號舖,ChIJU51vGDYGBDQR6eeSCxyL9Bk,3.5,27,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3954103,114.1989531
City Western Union,"28 On Shing St, Ma On Shan",ChIJBWvU1rMIBDQRioiOH4PZ7dg,3.0,1,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4248341,114.233465
大昌食品市場（廣福邨）,"Tai Po, 地下15-18 號舖 Kwong Fuk Estate Kwang Yan House",ChIJsVogFUQIBDQRsf4Tdf84Uyk,3.9,22,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4486904,114.174858
Wellcome,"Lake Silver, Sai Sha Rd, 599號, Lake Silver Tower 1, Wu Kai Sha, 烏溪沙Unit 1",ChIJwUeRTEoPBDQRh6yu_jSGvVA,3.6,52,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.428589,114.243072
大昌食品專門店,"Ma On Shan, Sai Sha Rd, Ma On Shan Plaza, 3樓",ChIJhRDeEbEIBDQRP-fB3qwV090,2.3,3,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4253861,114.231149
De Bao Supermarket,利安商場地庫1層115,ChIJry8lb0sPBDQRWTCOeP8H3dY,0.0,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.426853,114.240963
佳宝食品超级市場,"Ma On Shan, HK 新界 馬鞍山 馬鞍山沙安街23號利安邨利安商場G/F 115號 Shop 115, LG/F., Lee On Shopping Centre, Lee On Estate",ChIJQaGRTzcPBDQR8z_vaE7SnqU,3.4,5,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4264527,114.2410001
惠康,"99 Mong Kok Rd, Mong Kok",ChIJ-WMijMgABDQR9YpjcuLb6aI,3.7,125,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",22.3209789,114.1711607
PARKnSHOP Click & Collect (旺角金雞廣場),"Golden Era Plaza, 九龍旺角洗衣街39-55號金雞廣場地下及1B地庫 Basement 1B & Portion of G/F, 39-55 Sai Yee St, Mong Kok",ChIJ8bwpQcYABDQRhgdc1udcwIE,3.7,159,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",22.3184078,114.1717292
PARKnSHOP Click & Collect (旺角富運商業中心),"Full Win Commercial Centre, 九龍旺角彌敦道573號富運商業中心地庫 Basement, 573 Nathan Rd, Kowloon",ChIJGVc5LscABDQRwVqTdnd00fY,3.5,86,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",22.3147882,114.1700475
PARKnSHOP (太子道),"地下及地庫, Man Sang Commercial Building, 352號 Prince Edward Rd W, Kowloon City",ChIJAZ-0wNQABDQRu1uRXaDE4GU,3.6,268,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",22.3275306,114.187176
